city;county;code;region;capital
Зеленоград;(региональное);77;Москва Город;-
Москва;(федеральное);77;Москва Город;-
Московский;Московский Поселение;77;Москва Город;района
Московский;Московский Поселок;77;Москва Город;района
Троицк;(региональное);77;Москва Город;-
Щербинка;(региональное);77;Москва Город;-
Зеленогорск;(региональное);78;Санкт-Петербург Город;-
Колпино;(региональное);78;Санкт-Петербург Город;-
Красное Село;(региональное);78;Санкт-Петербург Город;-
Кронштадт;(региональное);78;Санкт-Петербург Город;-
Ломоносов;(региональное);78;Санкт-Петербург Город;-
Павловск;(региональное);78;Санкт-Петербург Город;-
Петергоф;(региональное);78;Санкт-Петербург Город;-
Пушкин;(региональное);78;Санкт-Петербург Город;-
Санкт-Петербург;(федеральное);78;Санкт-Петербург Город;-
Сестрорецк;(региональное);78;Санкт-Петербург Город;-
Биробиджан;(региональное);79;Еврейская Автономная область;региона
Облучье;Облученский Район;79;Еврейская Автономная область;района
Нарьян-Мар;(региональное);83;Ненецкий Автономный округ;региона
Белоярский;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Когалым;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Лангепас;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Лянтор;Сургутский Район;86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Мегион;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Нефтеюганск;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Нижневартовск;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Нягань;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Покачи;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Пыть-Ях;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Радужный;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Советский;Советский Район;86;Ханты-Мансийский Автономный округ - Югра Автономный округ;района
Сургут;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Урай;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Ханты-Мансийск;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;региона
Югорск;(региональное);86;Ханты-Мансийский Автономный округ - Югра Автономный округ;-
Анадырь;(региональное);87;Чукотский Автономный округ;региона
Билибино;Билибинский Район;87;Чукотский Автономный округ;района
Певек;Чаунский Район;87;Чукотский Автономный округ;района
Губкинский;(региональное);89;Ямало-Ненецкий Автономный округ;-
Лабытнанги;(региональное);89;Ямало-Ненецкий Автономный округ;-
Муравленко;(региональное);89;Ямало-Ненецкий Автономный округ;-
Надым;(региональное);89;Ямало-Ненецкий Автономный округ;-
Новый Уренгой;(региональное);89;Ямало-Ненецкий Автономный округ;-
Ноябрьск;(региональное);89;Ямало-Ненецкий Автономный округ;-
Салехард;(региональное);89;Ямало-Ненецкий Автономный округ;региона
Тарко-Сале;Пуровский Район;89;Ямало-Ненецкий Автономный округ;района
Алупка;(региональное);91;Крым Республика;-
Алушта;(региональное);91;Крым Республика;-
Армянск;(региональное);91;Крым Республика;-
Армянськ;Красноперекопский Район;91;Крым Республика;-
Бахчисарай;Бахчисарайский Район;91;Крым Республика;-
Белогорск;Белогорский Район;91;Крым Республика;-
Джанкой;(региональное);91;Крым Республика;-
Джанкой;Джанкойский Район;91;Крым Республика;-
Евпатория;(региональное);91;Крым Республика;-
Керчь;(региональное);91;Крым Республика;-
Красноперекопск;(региональное);91;Крым Республика;-
Красноперекопск;Красноперекопский Район;91;Крым Республика;-
Подгорное;(региональное);91;Крым Республика;-
Саки;(региональное);91;Крым Республика;-
Саки;Сакский Район;91;Крым Республика;-
Симферополь;(региональное);91;Крым Республика;-
Старый крым;Кировский Район;91;Крым Республика;-
Судак;(региональное);91;Крым Республика;-
Феодосия;(региональное);91;Крым Республика;-
Щелкино;Ленинский Район;91;Крым Республика;-
Ялта;(региональное);91;Крым Республика;-
Инкерман;(региональное);92;Севастополь Город;-
Севастополь;(региональное);92;Севастополь Город;-
